nr,certificate_number,registration_date,name,administrator,location,county
599,662,2012-10-03,Baza Partie Sorica - Captare de Apa - Cabana Garbova,Consiliul Judetean Prahova,Muntii Baiului,Prahova si Brasov
600,663,2012-10-03,Pastravarie - Varful Clabucetul Azugii - Cabana Susai,Consiliul Judetean Prahova,Muntii Baiului,Prahova si Brasov
601,664,2012-10-03,Gara Azuga - Varful Grecului - Cabana Diham,Consiliul Judetean Prahova,Muntii Bucegi,Prahova si Brasov
602,665,2012-10-03,Poiana Tapului - Valea Babei - Poiana Stanei,Consiliul Judetean Prahova,Muntii Bucegi,Prahova
603,666,2012-10-03,Busteni - Culmea Zamora - Culmea Orjogoaia - Plaiul Orjogoaia - Traisteni,Consiliul Judetean Prahova,Muntii Baiului,Prahova
604,667,2012-10-03,Drum de Vara - Coltii lui Barbes - Lacurile Vanturis - Valea Soarelui,Consiliul Judetean Prahova,Muntii Bucegi,Prahova
605,668,2012-10-03,Saua Varful Cu Dor - Masa Ciobanului - Coltii lui Barbes - Lacurile Vanturis,Consiliul Judetean Prahova,Muntii Bucegi,Prahova
606,669,2012-10-03,Cota 2000 - Saua Varful Cu Dor,Consiliul Judetean Prahova,Muntii Bucegi,Prahova
607,670,2012-10-03,Poiana Valea Stanei - Tabla Butii - Cimitirului Eroilor,Consiliul Judetean Prahova,Muntii Ciucas,Prahova
608,671,2013-06-27,Vaideeni - Valea Luncavatului - Podul Lui Pasare - Lacul Balota - Stana Balota - Varful Capatana,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
609,672,2013-06-27,Vaideeni - Plaiul Frasinet - Varful Ursuletu - Ursu Stana - Varful Ursu - Muntele Groapa Malaii - La Ezer - Curmatura Popestilor - Valea Repedea - Ciunget,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
610,673,2013-06-27,Vaideeni - Valea Plaiului - Fantana din Plai - Muntele Marginea - Coasta Lacurilor - Sub Varful Nedeia - Saua Gropita - Poiana Tarnovu Mare - Ciunget,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
611,674,2013-06-27,Izvorul Rece - Valea Recea - Luncile Frumoase - Stana Zavideanu - Pietrele Stroiestilor - Coasta Lacurilor - Curmatura Funicelu,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
612,675,2013-06-27,Cerna - Valea Cernei - Sohodol - Paraul Moliftului - Stana Bucium - Varful Beleoaia - Varful Nedeia,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
613,676,2013-06-27,Costesti - Bistrita - Valea Bistritei - Varful Cuca - Plaiul Zanoaga - Curmatura Rodeanu - Stana Cocora - Plaiul Cocora - Malaia,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
614,677,2013-06-27,Marita - Valea Maritei - Varful Stanisoara - Stana Zavideanu - Muntele Zavideanu,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
615,678,2013-06-27,Lacul Balota - Tribunalul Haiducilor - Culmea Capatana - Paraul Capatanii - Lacul Balota,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
616,679,2013-06-27,Lacul Balota - Izvoarele Luncavatului - Coasta Lacurilor - Varful Nedeia,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
617,680,2013-06-27,Vaideeni - Valea Seaca - Varful Teis - Vaideeni,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
618,681,2013-06-27,Vaideeni - Bradateaua Mica - Dealul Capela - Bradateaua Mare - Vaideeni,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
619,682,2013-06-27,Varful Nedeia - Curmatura Funicel - Varful Ursu - Curmatura Rodeanu - Varful Zmeurat -,Consiliul Judetean Valcea,Muntii Capatanii,Valcea
620,683,2013-08-06,Saua Vartop - Groapa Ruginoasa - Pietrele Negre,Consiliul Judetean Bihor,Muntii Bihor si Muntii Vladeasa,Bihor
621,684,2013-08-06,Partia Vartop 1 - Partia Piatra Graitoare - Magistrala 1 Banda Rosie,Consiliul Judetean Bihor,Muntii Bihor si Muntii Vladeasa,Bihor
622,685,2013-08-06,Magistrala 1 Banda Rosie - Belvedere Glavoaia,Consiliul Judetean Bihor,Muntii Bihor si Muntii Vladeasa,Bihor
623,686,2013-08-06,"Cabana Meziad - Motel ""Baraj Lesu""",Consiliul Judetean Bihor,Muntii Bihor si Muntii Vladeasa,Bihor
624,687,2013-08-06,Stana de Vale - Moara Dracului,Consiliul Judetean Bihor,Muntii Bihor si Muntii Vladeasa,Bihor
625,688,2014-03-19,Circuitul Pestera din Mina Farcu,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
626,689,2014-06-16,Complex Turistic Cheile Butii - Dalma Mare - Varful Plesa - Varful Piule - Saua Scorota - Cabana Buta,Consiliul Judetean Hunedoara,Muntii Retezatul Mic,Hunedoara
627,690,2014-06-16,Uricani - Dealul Serpilor - Saua Tulisa - Saua Bilugu - Varful Bilugu - Varful Vacarea - Varful Lazarul - Varful Custura - Varful Papusa - Varful Peleaga - Caldarea Berbecilor - Lacul Bucura,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
628,691,2014-06-16,Campusel - Scocul Scorotei - Stana Scorota - Buta Mica - Cabana Buta,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
629,692,2014-06-16,Campusel - Pasul Jiu - Cerna (Taul Ratii) - Ciuceava Neagra - Valea Sturului - Cheile Cernisoarei - Izbucul Cernei,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
630,693,2014-06-16,Gambrinus - Dragoiu - Pasul Vulcan - Varful Straja - Varful Mutu - Varful Muncel - Varful Siglau - Mic - Varful Siglaul Mare - Valea de Pesti - Varful Arcanu - Varful Nedeita - Coada Oslei - Oslea - Campusel,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
631,694,2014-06-16,Centrul Local de Informare Turistica Baru - Valea Barisor - Refugiul Tulisa,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
632,695,2014-06-16,Ohaba Ponor - Cheile Sura Mare - Pestera Ponorici - Pestera Cioclovina - Luncani - Bosorod,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
633,696,2014-06-16,Baru - Valea Streiului - Varful Lola - Varful Bulzu - Varful Porumbelul Mare,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
634,697,2014-06-16,Costesti - Valea Gradistei - Dealul Gradistei - Cetatea Sarmizegetusa Regia - Muncel - Varful Godeanu,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
635,698,2014-06-16,Costesti - Cetatea Blidaru - Leurdana - Tarsa - Poiana Omului - Varful Rudii - Culmea Meleia - Varful Tampu - Saua Steaua Mare - Varful Godeanu,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
636,699,2014-06-16,Podul Gerosu - Dealul Muncelului - Cetatea Fetele Albe - Valea Alba,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
637,700,2014-06-16,Gradistea de Munte - Prihodiste - Poiana Omului - Cetatea Piatra Rosie - Valea Rosia - Cioclovina - Pestera Cioclovina,Consiliul Judetean Hunedoara,Muntii Sureanu,Hunedoara
638,701,2014-07-25,Comuna Bran - Culmea Magurii - Fantana lui Botorog,Consiliul Judetean Brasov,Muntii Piatra Craiului,Brasov
639,702,2014-07-25,Tohanita - Saua Magura - Satul Magura - Fantana lui Botorog,Consiliul Judetean Brasov,Muntii Piatra Craiului,Brasov
640,703,2014-07-25,Valea Curmaturii - Poiana Curmatura - Cabana Curmatura,Consiliul Judetean Brasov,Muntii Piatra Craiului,Brasov
641,704,2014-07-25,Cabana Curmatura - Padinile Frumoase - Varful Ascutit,Consiliul Judetean Brasov,Muntii Piatra Craiului,Brasov
642,705,2014-09-09,Statiunea Durau - Poiana Viezuri - Cascada Duruitoarea,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
643,706,2014-09-09,Statiunea Durau - Piciorul lui Bucur - Cascada Duruitoarea,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
644,707,2014-09-09,Statiunea Durau - Cabana Fantanele - Varful Toaca - Cabana Dochia,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
645,708,2014-09-09,Statiunea Durau - La Scaune - Pasul Blaj - Varful Jidanului - Culmea Fighesului - Cheile CuPasului - Cheile Bicazului,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
646,709,2014-09-09,Cabana Izvorul Muntelui - Curmatura Lutul Rosu - Detunatele - Cabana Dochia,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
647,710,2014-09-09,Durau - Cabana Fantanele - Poiana Viezuri - Cascada Duruitoarea,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
648,711,2014-09-09,Izvorul Muntelui - Curmatura Lutul Rosu - Stanca Dochiei - Jgeabul cu Hotar - Cabana Dochia,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
649,712,2014-09-09,Bicazul Ardelean - Bistra Mare - La Scaune - Curmatura Stanilelor - Jgeabul lui Voda - Cabana Dochia,Consiliul Judetean Neamt,Muntii Ceahlau,Neamt
650,713,2014-11-19,Dealul Moiseiului - Manastirea Moisei - Izvorul Negru - Preluca sub Piatra,Consiliul Judetean Maramures,Muntii Rodnei,Maramures
651,714,2014-11-19,Podul lui Calinet - Izvorul Capitanului Orlovski - Refugiul Sperantelor - Varful Ascutit,Consiliul Judetean Brasov,Muntii Piatra Craiului,Brasov
652,715,2014-11-25,Borsec - Izvorul Stravechi - Pestera de Gheata - Grota Ursilor - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
653,716,2014-11-25,Borsec - Izvorul Stravechi - Izvorul Pierre Curie - Cetatea Bufnitelor - Valea Vinului - Borsecul de Jos - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
654,717,2014-11-25,Borsec - Fagetelul - Groapa Rotunda - Sapte Izvoare - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
655,718,2014-11-25,Borsec - Fagetul Mare - Fagetelul - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
656,719,2014-11-25,Borsec - Bulevardul 7 Izvoare - Strada Stadionului - Cascada Sapte Izvoare - Valea Nadasa - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
657,720,2014-11-25,Borsec - Valea Vinului - Valea lui Filip Andrei - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
658,721,2014-11-25,Borsec - Strada Malnas - Paraul Malnas - Valea Vinului - Strada Ditraului - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
659,722,2014-11-25,Borsec - Pasul Creanga - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
660,723,2014-11-25,Borsec - Valea Hanzel - Varful Arcoza - Pasul Creanga - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
661,724,2014-11-25,Borsec - Muntele Dosul Batcii - Capu Corbului - Paraul Cupelor - Uzina de apa 7 Izvoare - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
662,725,2014-11-25,Borsec - Valea Nadasa - Fagetul Mare - Culmea Mezovesti - Varful Tibra - Casa Tifrei - Valea Bistricioarei - Paraul Cupelor - Uzina de apa 7 Izvoare - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
663,726,2014-11-25,Borsec - Strada Carpati - Valea Nadasa - Varful Arcoza - Pasul Creanga - Borsecul de Jos - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
664,727,2014-11-25,Borsec - Valea Vinului (DN 15) - Varful Batca - Valea Cupelor - Culmea Mezovesti - Varful Faget - Poiana Arcoza - Pasul Creanga - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
665,728,2014-11-25,Borsec - Borsecul de Jos - Pasul Creanga - Varful Sarmas - Pasul Chiozrez - Valea Tinova - Valea Vinului - Borsecul de Jos - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
666,729,2014-11-25,Primaria Borsec - Strada Cimiturului - Izvorul 10 - Borsec,Consiliul Local al Orasului Borsec,Muntii Giurgeului,Harghita
667,730,2014-12-04,Pestera cu Cristale din Mina Farcu - Stanu Carnului - Cheile Lazuri - Pestera Rosie - Pestera cu Cristale din Mina Farcu,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
668,731,2014-12-04,Pestera cu Cristale din Mina Farcu - Izbucul Rosiei,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
669,732,2014-12-04,Borz - Sub Varful Pacau - Borz,Consiliul Judetean Bihor,Muntii Codru-Moma,Bihor
670,733,2014-12-04,Valea Iadului - Valea de Runc - Cascada Runcului - Varful Muncelasu - Cascada Laia - DJ 108J - Cantonul Murgasu - Cascada Valu Miresii - Saritoarea Iedutului - Cascada Iadolina - Valea Iadului,Consiliul Judetean Bihor,Muntii Padurea Craiului si Muntii Vladeasa,Bihor
671,734,2015-03-01,DN 7C (Vama Cucului) - Muchia Laita - Varful Mierea - Valea Doamnei,Consiliul Judetean Sibiu,Muntii Fagaras,Sibiu
672,735,2015-03-01,Complex Turistic Albota - Valea Arpaselului - Muchia Netedu - Bifurcatia de sub Varful Buteanu,Consiliul Judetean Sibiu,Muntii Fagaras,Sibiu
673,736,2015-03-01,Cabana Barcaciu - Caldarea Vaii Mari a Avrigului - Lacul Avrig,Consiliul Judetean Sibiu,Muntii Fagaras,Sibiu
674,737,2015-08-18,DN 1 KM 135 - Culmea Sorica - Statie superioara Telegondola,Consiliul Judetean Prahova,Muntii Baiului,Prahova
675,738,2015-08-18,Circuitul Cheile Cutilor (Ponita - Valea Cutilor - Ponita),Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
676,739,2015-08-18,Vadu Crisului - Defileul Crisului Repede,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
677,740,2015-08-18,Boga - Piatra Ciungilor - Cascada Bulbuci,Consiliul Judetean Bihor,Muntii Bihor,Bihor
678,741,2015-09-16,Varful Parcalabu - Varful Stanisoara - Coasta Cainenilor - Varful Capu Muntelui - Saua Duca - Varful Lui Vlad - Dealul lui Vlad - Rau Vadului - Cainenii Mici,Consiliul Judetean Valcea,Muntii Lotrului,Valcea
679,742,2015-10-14,Spitalul de Recuperare Borsa - Releu - Custuri - Bobeica - Lacul Magura - Manastirea Vinisoru - Gura Vinisorului,Consiliul Local al Orasului Borsa,Muntii Maramuresului,Maramures
680,743,2016-03-11,Sopotu Nou - Cheile Nerei - Podul Bei - Sasca Romana,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
681,744,2016-03-11,Sasca Romana - Sasca Montana - Cascada Susara - Carbunari,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
682,745,2016-03-11,Sasca Romana - Sasca Montana - Cascada Susara - Carbunari,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
683,746,2016-03-11,Sat Socolari - Custura Cetatii - Valea Beiului - Lacul Ochiul Beiului - Cascadele Beusnitei,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
684,747,2016-03-11,Sasca Romana - Dealul Caraula - Podul Bei,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
685,748,2016-03-11,Potoc - Chichiregul Mare - Valea Beusnita - Cascada Vaioaga,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
686,749,2016-03-11,Dealul Caraula - Dealul Chichireg - Custura Cetatii - Cetatea Socolari,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
687,750,2016-03-11,Sasca Romana - Valea Camenita - Livezile Carbunarilor - Poiana lui Vogiun - Cheile Nerei,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
688,751,2016-03-11,Carbunari - Lacul Dracului,Consiliul Judetean Caras-Severin,Muntii Aninei,Caras-Severin
689,752,2016-05-04,Ghioroc - Valea Cladovei,Consiliul Judetean Arad,Muntii Zarand,Arad
690,753,2016-05-04,Covasant - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
691,754,2016-05-04,Monumentul Turistilor - Feredeu - Creasta Principala a Muntilor Zarand - Casoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
692,755,2016-05-04,Saua Cazan - Schitul Feredeu - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
693,756,2016-05-04,Siria - Cetatea Siria - Saua Cazan,Consiliul Judetean Arad,Muntii Zarand,Arad
694,757,2016-05-04,Siria - Valea Almasului - Creasta Principala a Muntilor Zarand - Casoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
695,758,2016-05-04,DN 7/E68 - Cladova - Valea Cladovei - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
696,759,2016-05-04,Valea Cladovei - Valea Cersca - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
697,760,2016-05-04,DN 7/E68 - Cladova - Creasta Cladovei - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
698,761,2016-05-04,DN 7/E68 - Cladova - Valea Cladovitei - Creasta Principala a Muntilor Zarand - Casoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
699,762,2016-05-04,Soimos - Valea Soimosului -  Creasta Principala a Muntilor Zarand - Casoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
700,763,2016-05-04,Soimos - Cetatea Soimos - Creasta Soimosului - Creasta Principala a Muntilor Zarand- Casoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
701,764,2016-05-04,Casoaia - Dealul Dubilor - Varful Highis - Creasta Principala a Muntilor Zarand,Consiliul Judetean Arad,Muntii Zarand,Arad
702,765,2016-05-04,Casoaia - Valea Highisului - Varful Highis,Consiliul Judetean Arad,Muntii Zarand,Arad
703,766,2016-05-04,Varful Capra - Creasta Principala a Muntilor Zarand - Varful Highis,Consiliul Judetean Arad,Muntii Zarand,Arad
704,767,2016-05-04,Cantonul Negrea (DN) - Pestera Portile Bihorului,Consiliul Judetean Bihor,Muntii Bihor,Bihor
705,768,2016-05-04,Circuitul Cascada Boiului,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
706,769,2016-10-31,"Drumul Judetean 131 - Pestera ""Barlogul Hotilor""",Consiliul Local al Comunei Apata,Muntii Persani,Brasov
707,770,2017-04-01,Centrul De Informare Turistica Albac - Fata Albacului - Refugiul Turistic Sohodol - Rosesti - Valea Starpa - Cheile Albacului - Deve - Centrul De Informare Turistica Albac,Consiliul Judetean Alba,Muntii Bihor,Alba
708,771,2017-12-08,Cascada Valul Miresei - Pestera Susman - Cascada Valul Miresei,Consiliul Judetean Alba,Muntii Bihor,Alba
709,772,2017-12-08,Pestera Alunului - Valea Alunul Mic - Poiana Onceasa,Consiliul Judetean Alba,Muntii Bihor,Alba
710,773,2017-12-08,Poiana Lespezi - Virful Lespezi - Pestera Mica a Lespezilor - Valea Stanciului,Consiliul Judetean Alba,Muntii Bihor,Alba
711,774,2017-12-08,Baza Salvamont Doda Pilii - Molhasuri - Valea Somesului Cald - Baza Salvamont Doda Pilii,Consiliul Judetean Alba,Muntii Bihor,Alba
712,775,2017-12-08,Valea Seaca - Creasta Pietrele Albe - Poiana Stanisoara - Valea Seaca,Consiliul Judetean Alba,Muntii Bihor,Alba
713,776,2017-12-08,Pestera cu apa de pe Valea Firii - Pestera Humpleu - Pestera Sura Mare - Poiana Marului - Poiana Vartop - Ghetarul de la Vartop - Cotul Firii,Consiliul Judetean Alba,Muntii Bihor,Alba
714,777,2017-12-08,Paulis - Varful Capra,Consiliul Judetean Arad,Muntii Zarand,Arad
715,778,2017-12-08,Radna - Creasta Radnei - Varful Crucea Tiganului,Consiliul Judetean Arad,Muntii Zarand,Arad
716,779,2017-12-08,DN7/E68 - Petrs - Corbesti - Rosia Noua - Obarsia,Consiliul Judetean Arad,Muntii Zarand,Arad
717,780,2017-12-08,Rosia Noua - Varful Tufari,Consiliul Judetean Arad,Muntii Zarand,Arad
718,781,2017-12-08,Brazii - Varful Plesu,Consiliul Judetean Arad,Muntii Zarand,Arad
719,782,2017-12-08,Gara Halmagiu - Halmagel - Culmea Gainii - Muntele Gaina,Consiliul Judetean Arad,Muntii Zarand,Arad
720,783,2017-12-08,Hasmas - Valea Hasmas - Varful Plesu,Consiliul Judetean Arad,Muntii Zarand,Arad
721,784,2017-12-08,Dezna - Ruinele Cetatii Dezna,Consiliul Judetean Arad,Muntii Zarand,Arad
722,785,2017-12-08,Moneasa - Valea Meghes - Platoul Tinoasa - Cabana Gaudeamus - Moneasa,Consiliul Judetean Arad,Muntii Zarand,Arad
723,786,2017-12-08,Moneasa - Culmea Feredeu - Cabana Gaudeamus - Varful Izoiu,Consiliul Judetean Arad,Muntii Zarand,Arad
813,787,2018-11-19,Culmea Feredeu - Platoul Tinoasa - Creasta Principala - Platoul Bratcoaia,Consiliul Judetean Arad,Muntii Codru-Moma,Arad
724,789,2017-12-08,Moneasa - Valea Lunga - Creasta Principala,Consiliul Judetean Arad,Muntii Zarand,Arad
725,792,2017-12-08,Moneasa - Pestera Liliecilor,Consiliul Judetean Arad,Muntii Zarand,Arad
726,793,2017-12-08,Valea Meghes - Pesterile Viezuroiu,Consiliul Judetean Arad,Muntii Zarand,Arad
727,794,2018-06-12,Refugiul Montan Suligu - Borcutul Suligu,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
728,795,2018-06-12,Complex Faina - Borcutul Mihoaia,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
729,796,2018-06-12,Statia CFF Bardau - Pietrosu Bardaului - Cabana Cosnea,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
730,797,2018-06-12,Cabana Cosnea - Valea Paulic - Stanisoara - Varful Mihailecu - Lacul Vinderel,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
731,798,2018-06-12,Localitatea Valea Viseului - Canton Silvic Repedea,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
732,799,2018-06-12,Repedea - Pietriceaua - Lacul Vinderel,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
733,800,2018-06-12,Repedea - Chicera - Lacul Vinderel,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
734,801,2018-06-12,Repedea - Poiana cu narcise Tomnatec-Sehlean - Paltinu,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
735,802,2018-06-12,Bistra - Varful Tocarnea,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
736,803,2018-06-12,Paltinu - Plai - Poiana cu narcise Tomnatec-Sehlean - Valea Tomnatec - Paltinu,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
737,804,2018-06-12,Pasul Prislop - Varful Cearcanu - Borsa,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
738,805,2018-06-12,Valea Vaserului - Statia Paltin - Punct Belvedere Valea Vaserului,Consiliul Judetean Maramures,Muntii Maramuresului,Maramures
739,806,2018-06-15,Poiana Ciunta - Circuitul Versantului Stang,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
740,807,2018-06-15,"Sat de Vacanta Coada Lacului - Valea Iadului - Pod - Traseul ""Stana de Vale - Cabana Meziad""",Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
741,808,2018-06-15,Circuitul Saritorii Iedutului,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
742,809,2018-06-15,Valea Leuca - Cascada Dibart - Cimitirul de Vagonete,Consiliul Judetean Bihor,Muntii Bihor,Bihor
743,810,2018-06-15,Cabana Silvica Valea Lunga - Lacul Taul Mare,Consiliul Judetean Bihor,Muntii Bihor,Bihor
744,811,2018-06-15,Vartop - Varful Tataroaia - Chiscau,Consiliul Judetean Bihor,Muntii Bihor,Bihor
745,812,2018-06-15,Padurea Neagra - Castelul Zichy din Poiana Florilor - Cetatea Piatra Soimului,Consiliul Judetean Bihor,Muntele Ses,Bihor
746,813,2018-06-15,Circuitul Cetatii Piatra Soimului,Consiliul Judetean Bihor,Muntele Ses,Bihor
747,814,2017-12-12,Negreni - Varful Paltinis - Bucea - Negreni,Consiliul Local al Comunei Negreni,Muntii Vladeasa,Cluj
748,815,2017-12-12,Negreni - Varful Paltinis,Consiliul Local al Comunei Negreni,Muntii Vladeasa,Cluj
749,816,2017-12-12,Negreni - Varful Merisorului - Varful Magura Mare - Bucea - Negreni,Consiliul Local al Comunei Negreni,Muntii Vladeasa,Cluj
750,817,2017-12-12,Negreni - Varful Comului,Consiliul Local al Comunei Negreni,Muntii Vladeasa,Cluj
751,818,2018-04-12,Cheile Cibului - Cheile Glodului - Izvorul Tamaduirii - Ardeu,Consiliul Judetean Alba,Muntii Metaliferi,Alba
752,819,2018-04-12,Statiunea Muntele Baisorii - Crucea Clencii - Stiolne - Rezervatia Scarita Belioara - Cheile Runcului - Runc,Consiliul Judetean Alba,Muntii Gilaului si Muntele Mare,Alba
753,820,2018-04-12,Circuitul Rezervatiei Scarita Belioara,Consiliul Judetean Alba,Muntii Gilaului si Muntele Mare,Alba
754,821,2018-04-12,Schitul Posaga - Belioara - La Mateoaie - Saua La Rascruce,Consiliul Judetean Alba,Muntii Gilaului si Muntele Mare,Alba
755,822,2018-04-12,Runc - Cheile Pociovalistei - Poiana Cornu Pietrei - Varful Scarita - Rezervatia Scarita Belioara,Consiliul Judetean Alba,Muntii Gilaului si Muntele Mare,Alba
756,823,2018-04-12,Salciua de Jos - Poiana Sipote - Pestera Poarta Zmeilor - Platoul Bedeleu - Cheile Plaiului - Izvoarele,Consiliul Judetean Alba,Muntii Trascau,Alba
757,824,2018-04-12,Rimetea - Varful Ugerului - Lunca Ariesului,Consiliul Judetean Alba,Muntii Trascau,Alba
758,825,2018-04-12,Rimetea - Varful Piatra Secuiului - Coltesti - Paraul Muntelui - Vidolm,Consiliul Judetean Alba,Muntii Trascau,Alba
759,826,2018-04-12,Cabana Rimet - Cheile Rimetului (prin apa) - Cheia - Bradesti - Valea poienii - Sub Piatra - Salciua de Jos,Consiliul Judetean Alba,Muntii Trascau,Alba
760,827,2018-04-12,Bucerdea Vinoasa - Langa Piatra Craivii - Sub Varful Sfredelasu - Paraul Turcului - Intregalde - Modolesti - Poiana cu Narcise de la Tecsesti - Piatra Cetii - Baile Romane - Cetea,Consiliul Judetean Alba,Muntii Trascau,Alba
761,828,2018-04-12,Zlatna - Langa Varful Dambau - Langa Varful Paraginoasa - Fenesasa - Poiana Magurii - Valea Muntelui - Platoul Ciumerna - Iezerul Ighiel - Ighiel,Consiliul Judetean Alba,Muntii Trascau,Alba
762,829,2018-04-12,Langa Varful Dambau - Varful Paraginoasa - Padurea Runcului - La Dardinas,Consiliul Judetean Alba,Muntii Trascau,Alba
763,830,2018-04-12,Zlatna - Magura Dudasului - Cheile Caprei,Consiliul Judetean Alba,Muntii Trascau,Alba
764,831,2018-04-12,Fenesasa - Langa Varful Dambau,Consiliul Judetean Alba,Muntii Trascau,Alba
765,832,2018-04-12,Belvedere Cheile Caprei,Consiliul Judetean Alba,Muntii Trascau,Alba
766,833,2018-04-12,Deviatie Coltu' lui Blaj,Consiliul Judetean Alba,Muntii Trascau,Alba
767,834,2018-04-12,Deviatie Refugiul Saruni,Consiliul Judetean Alba,Muntii Trascau,Alba
768,835,2018-04-12,Conop - Valea Conopului - Creasta Principala a Muntilor Zarand - Salasele Nadasului,Consiliul Judetean Arad,Muntii Zarand,Arad
769,836,2018-04-12,Conop - Creasta Conopului - Creasta Principala a Muntilor Zarand - Debela Gora,Consiliul Judetean Arad,Muntii Zarand,Arad
770,837,2018-04-12,Baraj Taut - Vasoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
