Nr. crt.,Nr. Certificat,Data emiterii,Denumire traseu,Administrator,Amplasare,Judeţ
727,794,2018-06-12,Ref.montan Șuligu-Borcutul Șuligu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
728,795,2018-06-12,Complex Făina-Borcutul Mihoaia,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
729,796,2018-06-12,Stația CFF Bardău-Pietrosu Bardăului-Cabana Coșnea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
730,797,2018-06-12,Cabana Coșnea-Valea Paulic-Stânișoara-Vf.Mihăilecu-Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
731,798,2018-06-12,Localitatea Valea Vișeului-Canton silvic Repedea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
732,799,2018-06-12,Localitatea Repedea-Pietriceaua-Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
733,800,2018-06-12,Localitatea Repedea-Chicera-Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
734,801,2018-06-12,Loc.Repedea-Poiana cu narcise Tomnatic Sehlean-Paltinu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
735,802,2018-06-12,Bistra-Vf.Tocarnea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
736,803,2018-06-12,Paltinu-Plai-Poiana cu narcise Tomnatec Sehlean- Valea Tomnatec-Paltinu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
737,804,2018-06-12,Pasul Prislop-Vf.Cearcănu 1847m-Borșa,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
738,805,2018-06-12,Valea Vaserului-stația Paltin-punct belvedere Valea Vaserului,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
739,806,2018-06-15,Poiana Ciunta-Circuitul Versantului Stâng,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
740,807,2018-06-15,Sat de Vacanță Coada Lacului-Valea Iadului-Pod-Traseul <Stâna de Vale-Cabana Meziad>,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
741,808,2018-06-15,Circuitul Săritorii Ieduțului,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
742,809,2018-06-15,Valea Leuca-Cascada Dibarț-Cimitirul de Vagonete,Consiliul Județean Bihor,Munții Bihor,Bihor
743,810,2018-06-15,Cabana Silvică Valea Lungă-Lacul Tăul Mare,Consiliul Județean Bihor,Munții Bihor,Bihor
744,811,2018-06-15,Sat de vacanță Vârtop-Vârful Tătăroaia-Sat Chișcău,Consiliul Județean Bihor,Munții Bihor,Bihor
745,812,2018-06-15,Pădurea Neagră-Castelul Zichy din PoianaFlorilor-Cetatea Piatra Șoimului,Consiliul Județean Bihor,Muntele  Șes,Bihor
746,813,2018-06-15,Circuitul Cetății Piatra Șoimului,Consiliul Județean Bihor,Muntele  Șes,Bihor
747,814,2017-12-12,Negreni-Vârful Păltiniș-Bucea- Negreni,Consiliul Local Negreni,"Masivul Vlădeasa, Munții Apuseni ",Cluj
748,815,2017-12-12,Negreni-Vârful Păltiniș,Consiliul Local Negreni,"Masivul Vlădeasa, Munții Apuseni ",Cluj
749,816,2017-12-12,Negreni-Vârful Merișorului-Vârful Măgura Mare-Bucea-Negreni,Consiliul Local Negreni,"Masivul Vlădeasa, Munții Apuseni ",Cluj
750,817,2017-12-12,Negreni-Vârful Comului,Consiliul Local Negreni,"Masivul Vlădeasa, Munții Apuseni ",Cluj
751,818,2018-04-12,Cheile Cibului - Cheile Glodului - Izvorul Tămăduirii - sat Ardeu,Consiliul Județean Alba,Munții Metaliferi,Alba
752,819,2018-04-12,Stațiunea Muntele Băișorii - Crucea Clencii - Știolne - Rezervația Scărița Belioara - Cheile Runcului  - Runc,Consiliul Județean Alba,Munții Gilăului - Muntele Mare,Alba
753,820,2018-04-12,Circuitul Rezervației Scărița Belioara,Consiliul Județean Alba,Munții Gilăului - Muntele Mare,Alba
754,821,2018-04-12,Schitul Poșaga - Belioara - La Măteoaie - Șaua La Răscruce,Consiliul Județean Alba,Munții Gilăului - Muntele Mare,Alba
755,822,2018-04-12,Runc - Cheile Pociovaliștei - Poiana Cornu Pietrei - Vârful Scărița - Rezervația Scărița Belioara,Consiliul Județean Alba,Munții Gilăului - Muntele Mare,Alba
756,823,2018-04-12,Sălciua de Jos - Poiana Șipote - Peștera Poarta Zmeilor - Platoul Bedeleu - Cheile Plaiului - Izvoarele,Consiliul Județean Alba,Munții Trascău,Alba
757,824,2018-04-12,Rimetea - Vârful Ugerului - Lunca Arieșului,Consiliul Județean Alba,Munții Trascău,Alba
758,825,2018-04-12,Rimetea - Vârful Piatra Secuiului - Colțești - Pârâul Muntelui - Vidolm,Consiliul Județean Alba,Munții Trascău,Alba
759,826,2018-04-12,Cabana Rîmeț - Cheile Rîmețului (prin apă) - Cheia - Brădești - Valea poienii - Sub Piatră - Sălciua de Jos,Consiliul Județean Alba,Munții Trascău,Alba
760,827,2018-04-12,Bucerdea Vinoasă - lângă Piatra Craivii - sub Vârful Sfredelașu - Pârâul Turcului - Întregalde - Modolești - Poiana cu Narcise de la Tecșești - Piatra Cetii - Băile Romane - Cetea,Consiliul Județean Alba,Munții Trascău,Alba
761,828,2018-04-12,Zlatna - lângă Vârful Dâmbău - lângă Vârful Părăginoasa - Feneșasa - Poiana Măgurii - Valea Muntelui - Platoul Ciumerna - Iezerul Ighiel - Ighiel,Consiliul Județean Alba,Munții Trascău,Alba
762,829,2018-04-12,Lângă Vârful Dâmbău - Vârful Părăginoasa - Pădurea Runcului - La Dârdinaș,Consiliul Județean Alba,Munții Trascău,Alba
763,830,2018-04-12,Zlatna -  Măgura Dudașului - Cheile Caprei,Consiliul Județean Alba,Munții Trascău,Alba
764,831,2018-04-12,Feneșasa - lângă Vârful Dâmbău,Consiliul Județean Alba,Munții Trascău,Alba
765,832,2018-04-12,Belvedere Cheile Caprei,Consiliul Județean Alba,Munții Trascău,Alba
766,833,2018-04-12,Deviație Colțu' lui Blaj,Consiliul Județean Alba,Munții Trascău,Alba
767,834,2018-04-12,Deviație Refugiul Săruni,Consiliul Județean Alba,Munții Trascău,Alba
768,835,2018-04-12,Conop - Valea Conopului - Creasta Principală - Sălașele Nadășului,Consiliul Județean Arad,Munții Zărand,Arad
769,836,2018-04-12,Conop - Creasta Conopului - Creasta Principală - Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad
770,837,2018-04-12,Baraj Tauț - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad
771,838,2018-04-12,Baraj Tauț - Minișel - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad
772,839,2018-04-12,Baraj Tauț - Nadăș - Sălașele Nadășului - Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad
773,840,2018-04-12,Halta Nadăș  - Valea Nadășului -- Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad
774,841,2018-04-12,Bârzava - Creasta Principală (sub Vf. Cioaca Popii),Consiliul Județean Arad,Munții Zărand,Arad
775,842,2018-04-12,Bârzava - Creasta Principală (sub Vf. Concești),Consiliul Județean Arad,Munții Zărand,Arad
776,843,2018-04-12,Bârzava - Creasta Principală - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad
777,844,2018-04-12,Circuitul Sălașelor Țărănești,Consiliul Județean Arad,Munții Zărand,Arad
778,845,2018-04-12,Creasta Principală a Munților Zarand sectorul cuprins între Cota 0 (km 0 Creasta Principală) - Vf. Ianăș - Vf. Cucuietu - Vf. Omeag - Vf. Tufari,Consiliul Județean Arad,Munții Zărand,Arad
779,846,2018-04-12,Moneasa - Ruinele Cuptorului de Topit Fier - Cariera de Marmoră,Consiliul Județean Arad,Munții Codru Moma,Arad
780,847,2018-05-14,Bulz – Munteni – Remeți – Dealul Caprei – Floroiu – Vârful Pin – Vârful Scoroșet –  Dealul Mare - Cătunul Fănești - Valea Sărăcel - Bulz,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
781,848,2018-12-05,Lacul Gura Apei -  Culmea Zlata - Vf. Zlata - Platoul Rades - Zlata - Lacul Zănoaga - Tău Răsucit - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara
782,849,2018-12-05,Lacul Gura Apei - Culmea Branu - Refugiul Branu - Vârful Gugu - Vârful Moraru - Șaua Mâțului - Plaiul Bulgului - Pârâul Iovanu - Lacul lui Iovan,Consiliul Județean Hunedoara,Munții Retezat - Godeanu,Hunedoara
783,850,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Lacul Cinciș - Toplița -  Hașdău - (Bolta Apei - Cheile Cernei) - Lunca Cernii - Gura Bordului - Rusca Montană - Voislova - Oțelu Roșu,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara
784,851,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Barajul Cinciș - Pensiunea Panorama Ghelari - Casa Muzeu Drăgan Muntean - Poienița Voinii - Bunila - Vadu Dobrii - Poiana Crivina - Vârful Rusca,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara
785,852,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Barajul Cinciș - Centrala hidroelectrică Cătănaș - Furnalul Govăjdia - Crăciuneasa - Cerișor - Lelese - Runcu Mare - Vadu Dobrii - Roscani - Dobra,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara
786,853,2018-12-05,Situl la Scoabă - Dealul Gomodiu - Dealul Ciurila - Dealul Săreanu - Valea Sibișelului - Gaterul de apă - Casa Pietrelor - Ohaba - Sibișel - Vâltoare - Moară de apă - Muzeul Sătesc Ohaba - Sibișel - Sibișel - Situl la Scoabă - Sânpetru,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
787,854,2018-12-05,Hațeg - Dealul Hațegului - Padurea Hațegului - Cetatea Regală a Hațegului - Pădurea Hațegului - Hațeg,Consiliul Județean Hunedoara,Dealul Hațegului,Hunedoara
788,855,2018-12-05,Sălașu de Sus - Bărăștii Hațegului - Săcel - Sânpetru - Sibișel - Ohaba Sibișel - Nucșoara - Mălăiești - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
789,856,2018-12-05,Sarmizegetusa - Breazova  - Peșteaua - Densuș  - Hățăgel - Totești - Păclișa - Sânpetru - Unciuc - Cârnești - Ostrov - Ostrovu Mic - Clopotiva - Sarmizegetusa,Consiliul Județean Hunedoara,Retezat,Hunedoara
790,857,2018-12-05,Sarmizegetusa - pe lângă satul Păucinești - Culmea Cepașului - DF Valea Hobiței - Hobița - Grădiște - Sarmizegetusa,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
791,858,2018-12-05,Hațeg - General Berthelot (Unirea) Fărcădiu  - Tuștea - Densuș - Hățăgel - Totești - Păclișa - Reea - Nălaț Vad - Hațeg,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
792,859,2018-12-05,Sălașu de Sus - Mălăiești - Cetatea Mălăiești  - Piatra Mâței - Coroiești - Paroș - Zăvoi - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
793,860,2018-12-05,Sarmizegetusa - Poieni - Valea Criva - Densuș - Peșteaua - Breazova - Sarmizegetusa,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
794,861,2018-12-05,Râușor - Suseni - Râu de Mori - Brazi - Clopotiva - Sarmizegetusa,Consiliul Județean Hunedoara,Retezat,Hunedoara
795,862,2018-12-05,Sălașu de Sus - Paroș - Coroiești  - Râu Alb - Zăvoi - Sălașu de Jos - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
796,863,2018-12-05,Centrul de vizitare al Parcului Național Retezat - Nucșoara - Viaduct Nucșoara - Ohaba Sibișel - Sibișel - Valea Dâljii lângă barajul Ostrov - Unciuc - Sânpetru - Sibișel - Ohaba - Sibișel - Nucșoara - Centrul de vizitare al Parcului Național Retezat,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
797,864,2018-12-05,Densuș - Răchitova - Valea Ștei - Vf. Văratecu - Mesteacăn - Vălioara - Ciula Mare - Densuș,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara
798,865,2018-10-16,Rodna - Vârful Fâmtânele - Vârful Căpățânii - Vârful Păltiniș - Vârful Saca - Poarta Beneș -  Vârful Corundiș -  Vârful Omului,U.A.T Comuna Rodna,Munții Rodnei ,Bistrița - Năsăud
799,866,2018-10-31,"Circuit ""300 de scări""",Consiliul Județean Bacău,Munții Nemira,Bacău
800,867,2018-10-31,Slănic Moldova - Vf. Nemira Mare - Poiana Uzului,Consiliul Județean Bacău,Munții Nemira,Bacău
801,868,2018-10-31,Slănic Moldova - La Salarie - Plaiul Ciungetului - Salatruc,Consiliul Județean Bacău,Munții Nemira,Bacău
802,869,2018-10-31,Slănic Moldova - Valea Pufu - Vf. La Cireș - Șaua Nemirei,Consiliul Județean Bacău,Munții Nemira,Bacău
803,870,2018-10-31,Pârtia de schi Nemira - Valea Dobru - Parc Slănic Moldova,Consiliul Județean Bacău,Munții Nemira,Bacău
804,871,2018-10-31,Plaiul Ciungetului - Vârful Nemira Mare,Consiliul Județean Bacău,Munții Nemira,Bacău
805,872,2018-10-31,Slănic Moldova - Vârful Pipas,Consiliul Județean Bacău,Munții Nemira,Bacău
806,873,2018-10-31,Slănic Moldova - platoul de sub Vârful Cerbului,Consiliul Județean Bacău,Munții Nemira,Bacău
807,874,2018-10-31,Slănic Moldova - Hârja,Consiliul Județean Bacău,Munții Nemira,Bacău
808,876,2018-10-16,Borcut Luna Șes - Poiana Boroș,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
809,877,2018-10-16,Cabana Boda Oșanului - Poiana Boroș,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
810,878,2018-11-19,Creasta principală a Munților Zărand sectorul cuprins între intersecția spe Valea Conopului - Debela Gora - intersecția spre Vf. Piatra Păcurar,Consiliul Județean Arad,Munții Zărand,Arad
811,879,2018-11-19,Creasta principală a Munților Bihor sectorul cuprin între Muntele Găina Cruce și Vf. Bihor,Consiliul Județean Arad,Munții Bihor,Arad
812,880,2018-11-19,Dezna - Ruinele Cetății Dezna (traseu amenajat cu lanțuri),Consiliul Județean Arad,Munții Codru-Moma,Arad
813,787,2018-11-19,Culmea Feredeu - Platoul Tinoasa - Creasta Principală - Platoul Brătcoaia,Consiliul Județean Arad,Munții Codru-Moma,Arad
814,881,2018-12-14,Creasta Principală a Munților Zărand sectorul cuprins între DJ 708(Julița - Gurahonț) și Vf. Drocea,Consiliul Județean Arad,Munții Zărand,Arad
815,882,2018-12-14,"Via Transilvanica - Tronsonul VT BN 1 Pasul Grădinița - Sat Lunca Ilvei - Poiana Gălan - traseu ""Drumul Romanilor"" - Baza Tășuleasa",Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița - Năsăud
816,883,2018-12-14,"Via Transilvanica  - Tronsonul VT BN 2 Baza Tășuleasa - traseu turistic ""Drumul Romanilor"" - Valea Lăzăroaia - Valea Străjii - Sat Mureșenii Bârgăului - Poiana ""Brazii Buni"" - Comuna Bistrița Bârgăului",Consiliul Județean Bistrița-Năsăud,Munții Bârgăului,Bistrița - Năsăud
817,884,2018-12-14,Via Transilvanica  - Tronsonul VT BN 3  Comuna Bistrița Bârgăului - Drum forestier Blidireasa - Drum forestier Dealu Negru - Satu Nou - Sat Petriș - Sat Orheiul Bistriței,Consiliul Județean Bistrița-Năsăud,"Munții Căliman, Piemontul Călimanului",Bistrița - Năsăud
818,885,2018-12-14,Via Transilvanica  - Tronsonul VT BN 4 Sat Orheiul Bistriței - Șesul Orheiului - Padurea Măgurele - Sat Măgurele - Comuna Mărișelu - Sat Jeica,Consiliul Județean Bistrița-Năsăud,Piemontul Munților Căliman,Bistrița - Năsăud
819,886,2018-12-14,Via Transilvanica  - Tronsonul VT BN 5 Sat Jeica - comuna Monor,Consiliul Județean Bistrița-Năsăud,Piemontul Munților Căliman,Bistrița - Năsăud
820,887,2020-09-08,Gol Alpin Pietroasa - Vârful Pietroasa,Consiliull  Județean Satu Mare,Munții Gutâi,Satu - Mare
821,888,2020-09-08,Vârful Pietroasa - Poiana Soci,Consiliull  Județean Satu Mare,Munții Gutâi,Satu - Mare
822,889,2020-09-08,Plecare Telescaun Luna Șes - Vârful Pietroasa,Consiliull  Județean Satu Mare,Munții Gutâi,Satu - Mare
823,891,2020-09-14,Gura Humorului - Vf. Toaca - Vf. Tocila - Vf. Bobeica - Vf. Scorușeț - Poiana Prislopului,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
824,892,2020-09-14,Poiana Prislopului - Pasul Ciumărna - Putna,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
825,893,2020-09-14,Gura Humorului - Vf. Piciorul Înalt - Obcina Cacica - Vf Călugărița - Pasul Pleșa,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
826,894,2020-09-14,Pleșa - Dealul Pleșa - Poiana Fagului - Poiana Târșiciorului - Poiana Ciungi - Sucevița,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
827,895,2020-09-14,Sucevița - Valea Bercheza - Putna,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
828,896,2020-09-14,Poiana Micului - Poiana Tărșiciori,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
829,897,2020-09-14,Pasul Mestecăniș - Vf. Mestecăniș - Vf. Oiței - Dealul Obcina - Poiana Mănăilei (Schit Botoș),Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
830,898,2020-09-14,Poiana Mănăilei (Schit Botoș) - Vf. Obcioara - Vf. Lucina - Pasul Cărlibaba - Sat Bobeica - Sat Izvoarele Sucevei,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
831,899,2020-09-14,Pasul Boului - Vf. Obcina Feredeului - Vf. Pietriș- intersecție drum forestier Breaza/ Dămăncușa,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
832,900,2020-09-14,Loc. Dragoșa - Poiana Mărului - Vf. Târșicior - Pârâul Șoarecu,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
833,901,2020-09-14,Gura Humorului - Obcina Voronețului (Circuit 1),Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
834,902,2020-09-14,Gura Humorului - Obcina Voronețului (Circuit 2),Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
835,903,2020-09-14,Gura Humorului - Vf. Piciorul Înalt - Gura Humorului (Circuit 3),Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
836,904,2020-09-14,Mănăstirea Humorului - Cacica,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
837,905,2020-09-14,Izvorul Alb (Pârtia Rarău) - Motel Alpin Rarău (1520) și Vf. Rarău (1651),Consiliull  Județean Suceava,Masivul Rarău,Suceava
838,906,2020-09-14,Comuna Pojorâta - Obcina Floceasca (Vf. Prașca),Consiliull  Județean Suceava,Masivul Rarău,Suceava
839,907,2020-09-14,Sat Valea Putnei - Poiana Scăldători - Poiana Ciungi - Cabana Giumalău,Consiliull  Județean Suceava,Masivul Giumalău,Suceava
840,908,2020-09-14,Păltiniș - Vf. Călimanul Cerbului - Vf. Călimani Izvor - Rătițiș (Stația Meteo),Consiliull  Județean Suceava,Masivul Călimani,Suceava
841,909,2020-09-14,Rășitiș (Stația Meteo) - Vf. Pietrosu - Șaua Tihului - Piciorul Bistriciorului- Vf. Strănior,Consiliull  Județean Suceava,Masivul Călimani,Suceava
842,910,2020-09-14,Sărișor - Schit Apa Rece,Consiliull  Județean Suceava,Masivul Călimani,Suceava
843,911,2020-09-14,Exploatarea Călimani - Șaua Nicovala,Consiliull  Județean Suceava,Masivul Călimani,Suceava
844,912,2020-09-14,Monumentul de la Gruiu - Poiana Izvoarele,Consiliull  Județean Suceava,Masivul Călimani,Suceava
845,913,2020-09-14,Cozănești - Bărnărel (loc. Crucea),Consiliull  Județean Suceava,Munții Bistriței,Suceava
846,914,2020-09-14,Via Transilvanica - Sucevița - Vatra Moldoviței,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
847,915,2020-09-14,Via Transilvanica - Vatra Moldoviței - Fundu Moldovei,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
848,916,2020-09-14,Via Transilvanica - Fundu Moldovei - Pasul Mestecăniș,Consiliull  Județean Suceava,Munții Obcinele Bucovinei,Suceava
849,917,2020-09-14,Via Transilvanica - Poiana Obcinii (sau Poiana Țicșeni) - Vatra Dornei - Dorna Cândreni,Consiliull  Județean Suceava,Masivul Giumalău,Suceava
850,918,2020-09-14,Via Transilvanica - Dorna Cândreni - Poiana Negrii - Poiana Stampei - Grădinița,Consiliull  Județean Suceava,Masivul Suhard,Suceava
851,919,2020-09-14,Neagra Șarului - 12 Apostoli - Poiana Izvoarelor,Consiliull  Județean Suceava,Masivul Călimani,Suceava
852,920,2020-09-14,Poiana Izvoarelor - Șaua Negoiu - Vf. Rățitiș - Vf. Călimanul Cerbului - Neagra Șarului,Consiliull  Județean Suceava,Masivul Călimani,Suceava
853,921,2020-09-15,Poiana Negrii - Schit Apa Rece - 12 Apostoli Gura Haitii - Vf. Călimanul Cerbului,Consiliull  Județean Suceava,Masivul Călimani,Suceava
854,922,2020-09-15,Gura Haitii - Poiana Izvoarele - Coada Pietrosului,Consiliull  Județean Suceava,Masivul Călimani,Suceava
855,923,2020-09-15,Gura Haitii - Vf. Pietrele Roșii - Vf. Tămău - Valea Vorona - Dornișoara,Consiliull  Județean Suceava,Masivul Călimani,Suceava
856,924,2020-09-15,Dornișoara - Izvoarele Dornei - La Troiță,Consiliull  Județean Suceava,Masivul Călimani,Suceava
857,925,2020-09-15,Poiana Șesului Muntelui (baza vârfului Oușorul) - Schitul Sfânta Cruce pe Părăul Recele,Consiliull  Județean Suceava,Masivul Suhard,Suceava
858,926,2020-09-15,Schitul Sfânta Cruce pe Părăul Recele - Vf. Icoana - Vf. Omu (1932m),Consiliull  Județean Suceava,Masivul Suhard,Suceava
859,927,2020-09-15,Vatra Dornei - Poiana Șesul Muntelui (baza Vf. Oușorul),Consiliull  Județean Suceava,Masivul Suhard,Suceava
860,928,2020-09-15,Ciocănești - Pârâul Recele - Schitul Sfânta Cruce - Valea Bancului - Podul Coșnei,Consiliull  Județean Suceava,Masivul Suhard,Suceava
861,929,2020-09-15,Poiana Șesul Muntelui - Vf. Oușorul,Consiliull  Județean Suceava,Masivul Suhard,Suceava
862,930,2020-09-15,Zugreni - Vf. Bogolin - Vf. Pietrosul - Poiana Prislopului,Consiliull  Județean Suceava,Munții Bistriței,Suceava
863,931,2020-09-15,Poiana Prislopului - Poiana Șandru - Vf. Busuiocului - Mănăstirea Piatra Tăieturii - Vf. Dealul Vânăt - Păltiniș,Consiliull  Județean Suceava,Munții Bistriței,Suceava
864,932,2020-09-15,Sat Rusca - Poiana Prislopului - Izvorul Rău,Consiliull  Județean Suceava,Munții Bistriței,Suceava
865,933,2020-09-15,Vatra Dornei - Poiana Țicșeni,Consiliull  Județean Suceava,Masivul Giumalău,Suceava
866,934,2020-09-15,Rusca  - Valea Rusca - Cabana Giumalău,Consiliull  Județean Suceava,Masivul Giumalău,Suceava
867,935,2020-09-15,Rusca - Piciorul Ruștii - Cabana Giumalău,Consiliull  Județean Suceava,Masivul Giumalău,Suceava
868,936,2020-10-07,Posada - Valea Florei - Vf. Doamnele - Vf. Piscul Cainelui  -Vf. Baiul Mare - Culmea Zamora,Consiliul  Judetean Prahova,Muntii Baiului,Prahova
869,947,2020-11-12,Armenis (Centru Informare Turistica) - Cascada Urma de Bour,Consiliul  Judetean Caraș - Severin,Munții Țarcu,Caraș - Severin
870,948,2020-11-12,Armenis (Centru Informare Turistica) - Culmea Lazuri - Plopu,Consiliul  Judetean Caraș - Severin,Munții Țarcu,Caraș - Severin
871,949,2020-11-12,Armenis - Plopu - Poiana Zloaba - Cabana Cuntu,Consiliul  Judetean Caraș - Severin,Munții Țarcu,Caraș - Severin
872,950,2021-01-21,Pălinciile din Bătarci  - Vârful Cetățeaua,Consiliul Județean Satu Mare,Munții Oaș,Satu - Mare
873,951,2021-01-21,Tămășeni - Vârful Cetățeaua,Consiliul Județean Satu Mare,Munții Oaș,Satu - Mare
874,952,2021-01-21,"Primăria Bătarci - Măgura Bătarci, Ghiboacele",Consiliul Județean Satu Mare,Munții Oaș,Satu - Mare
875,953,2021-01-21,Centru SPA - Drumul Măgurii,Consiliul Județean Satu Mare,Munții Oaș,Satu - Mare
876,954,2021-01-21,Borcut Luna Șes - Izvor Trestia,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
877,955,2021-01-21,Plecare Telescaun Luna Șes - Poiana Soci,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
878,956,2021-01-21,Piatra Tâlharului - Vf. Pietroasa,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
879,957,2021-01-21,Negrești Oaș - Vf. Pietroasa,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
880,958,2021-01-21,Negrești Oaș - Muntele Mic ,Consiliul Județean Satu Mare,Munții Gutâi,Satu - Mare
881,959,2021-02-02,Sf. Gheorghe - Vâlcele - Vf. Gurgău (1017m) - Șugaș Băi - Sf. Gheorghe,Consiliul Județean Covasna,Munții Baraolt,Covasna
882,960,2021-02-02,Izvorul Honved - Șugaș Băi  - Sf. Gheorghe (piața Kalvin),Consiliul Județean Covasna,Munții Baraolt,Covasna
883,961,2021-02-02,Gara CFR Bixad - Piatra Șoimilor (717 m),Consiliul Județean Covasna,Munții Harghitei,Covasna
884,962,2021-04-16,Cluj Napoca - Tureni ,Consiliul Județean Cluj,Munții Trascău,Cluj
885,963,2021-04-16,Tureni - Cheile Turzii - Moldovenești,Consiliul Județean Cluj,Munții Trascău,Cluj
886,964,2021-04-16,Moldovenești - Colții Trascăului,Consiliul Județean Cluj,Munții Trascău,Cluj
887,965,2021-04-16,Cabana Buru - ColțiiCorbului - Gura Jigăului,Consiliul Județean Cluj,Munții Trascău,Cluj
888,966,2021-04-16,Cheile Turzii - Pârâul Arineilor - Cornești,Consiliul Județean Cluj,Munții Trascău,Cluj
889,967,2021-04-16,Turda - Drumul Domnilor - Cheile Turzii - Petreștii de Jos,Consiliul Județean Cluj,Munții Trascău,Cluj
890,968,2021-04-16,Circuitul Cheilor Turenilor,Consiliul Județean Cluj,Munții Trascău,Cluj
891,969,2021-04-16,Circuitul Cheilor Borzești,Consiliul Județean Cluj,Munții Trascău,Cluj
892,970,2021-04-16,Circuitul Cheilor Turzii,Consiliul Județean Cluj,Munții Trascău,Cluj
893,971,2021-04-16,Tureni - Cheile Turenilor - Izvorul Romanilor - Vapa - Cheile Turzii,Consiliul Județean Cluj,Munții Trascău,Cluj
894,972,2021-04-16,Cheile Turzii -   Ciuma Goală - Cascada Ciucaș -  Cornești,Consiliul Județean Cluj,Munții Trascău,Cluj
895,973,2021-04-16,Cheile Turzii - Gura Jigăului - Cheile Borzești -  Cabana Buru,Consiliul Județean Cluj,Munții Trascău,Cluj
896,974,2021-04-16,Codlea (Zona Maial) - Poiana Mărul Dulce - Cetatea Neagră,Consiliul Județean Brașov,Munții Perșani,Brașov
897,975,2021-04-16,Codlea (Zona Maial) - Poiana Mărul Dulce - Vf. Măgura Codlei,Consiliul Județean Brașov,Munții Perșani,Brașov
