certificate_number,column,correction
637,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
637,name,CLEANING_RULE.CORRECT_STICKY_DASHES
637,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
637,administrator,CLEANING_RULE.CORRECT_WORDS
638,name,CLEANING_RULE.FORMAT_PARENTHESIS
638,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
638,name,CLEANING_RULE.CORRECT_STICKY_DASHES
638,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
638,administrator,CLEANING_RULE.CORRECT_WORDS
639,name,CLEANING_RULE.FORMAT_PARENTHESIS
639,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
639,name,CLEANING_RULE.CORRECT_STICKY_DASHES
639,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
639,administrator,CLEANING_RULE.CORRECT_WORDS
640,name,CLEANING_RULE.CORRECT_STICKY_DASHES
640,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
640,administrator,CLEANING_RULE.CORRECT_WORDS
641,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
641,name,CLEANING_RULE.CORRECT_STICKY_DASHES
641,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
641,administrator,CLEANING_RULE.CORRECT_WORDS
642,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
642,name,CLEANING_RULE.CORRECT_STICKY_DASHES
642,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
642,administrator,CLEANING_RULE.CORRECT_WORDS
643,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
643,name,CLEANING_RULE.CORRECT_STICKY_DASHES
643,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
643,name,CLEANING_RULE.CORRECT_WORDS
643,administrator,CLEANING_RULE.CORRECT_WORDS
644,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
644,name,CLEANING_RULE.CORRECT_STICKY_DASHES
644,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
644,administrator,CLEANING_RULE.CORRECT_WORDS
645,name,CLEANING_RULE.CORRECT_STICKY_DASHES
645,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
645,administrator,CLEANING_RULE.CORRECT_WORDS
646,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
646,name,CLEANING_RULE.CORRECT_STICKY_DASHES
646,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
646,administrator,CLEANING_RULE.CORRECT_WORDS
647,name,CLEANING_RULE.CORRECT_STICKY_DASHES
647,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
647,administrator,CLEANING_RULE.CORRECT_WORDS
648,name,CLEANING_RULE.CORRECT_STICKY_DASHES
648,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
648,administrator,CLEANING_RULE.CORRECT_WORDS
649,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
649,name,CLEANING_RULE.CORRECT_STICKY_DASHES
649,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
649,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
649,name,CLEANING_RULE.CORRECT_WORDS
649,administrator,CLEANING_RULE.CORRECT_WORDS
650,name,CLEANING_RULE.CORRECT_STICKY_DASHES
650,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
650,administrator,CLEANING_RULE.CORRECT_WORDS
651,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
651,name,CLEANING_RULE.CORRECT_STICKY_DASHES
651,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
651,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
651,administrator,CLEANING_RULE.CORRECT_WORDS
652,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
652,name,CLEANING_RULE.CORRECT_STICKY_DASHES
652,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
652,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
652,administrator,CLEANING_RULE.CORRECT_WORDS
653,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
653,name,CLEANING_RULE.FORMAT_PARENTHESIS
653,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
653,name,CLEANING_RULE.CORRECT_STICKY_DASHES
653,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
653,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
653,administrator,CLEANING_RULE.CORRECT_WORDS
654,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
654,name,CLEANING_RULE.FORMAT_PARENTHESIS
654,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
654,name,CLEANING_RULE.CORRECT_STICKY_DASHES
654,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
654,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
654,administrator,CLEANING_RULE.CORRECT_WORDS
655,name,CLEANING_RULE.CONVERT_CHARS
655,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
655,name,CLEANING_RULE.REMOVE_SPACES_AFTER_QUOTES
655,name,CLEANING_RULE.CORRECT_STICKY_DASHES
655,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
655,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
655,administrator,CLEANING_RULE.CORRECT_WORDS
656,name,CLEANING_RULE.FORMAT_PARENTHESIS
656,name,CLEANING_RULE.CORRECT_STICKY_DASHES
656,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
656,administrator,CLEANING_RULE.CORRECT_WORDS
656,name,CLEANING_RULE.FORMAT_PARENTHESIS
656,name,CLEANING_RULE.CORRECT_STICKY_DASHES
656,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
656,administrator,CLEANING_RULE.CORRECT_WORDS
657,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
657,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
657,name,CLEANING_RULE.CORRECT_STICKY_DASHES
657,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
657,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
657,administrator,CLEANING_RULE.CORRECT_WORDS
658,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
658,name,CLEANING_RULE.CORRECT_STICKY_DASHES
658,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
658,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
658,administrator,CLEANING_RULE.CORRECT_WORDS
659,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
659,name,CLEANING_RULE.CORRECT_STICKY_DASHES
659,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
659,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
659,administrator,CLEANING_RULE.CORRECT_WORDS
660,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
660,name,CLEANING_RULE.CORRECT_STICKY_DASHES
660,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
660,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
660,administrator,CLEANING_RULE.CORRECT_WORDS
661,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
661,name,CLEANING_RULE.CORRECT_STICKY_DASHES
661,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
661,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
661,administrator,CLEANING_RULE.CORRECT_WORDS
662,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
662,name,CLEANING_RULE.CORRECT_STICKY_DASHES
662,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
662,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
662,administrator,CLEANING_RULE.CORRECT_WORDS
663,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
663,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
663,name,CLEANING_RULE.CORRECT_STICKY_DASHES
663,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
663,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
663,administrator,CLEANING_RULE.CORRECT_WORDS
664,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
664,name,CLEANING_RULE.CORRECT_STICKY_DASHES
664,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
664,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
664,administrator,CLEANING_RULE.CORRECT_WORDS
665,name,CLEANING_RULE.CORRECT_STICKY_DASHES
665,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
665,administrator,CLEANING_RULE.CORRECT_WORDS
666,name,CLEANING_RULE.CORRECT_STICKY_DASHES
666,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
666,administrator,CLEANING_RULE.CORRECT_WORDS
667,name,CLEANING_RULE.CORRECT_STICKY_DASHES
667,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
667,administrator,CLEANING_RULE.CORRECT_WORDS
668,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
668,name,CLEANING_RULE.CORRECT_STICKY_DASHES
668,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
668,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
668,administrator,CLEANING_RULE.CORRECT_WORDS
669,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
669,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
669,name,CLEANING_RULE.CORRECT_STICKY_DASHES
669,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
669,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
669,administrator,CLEANING_RULE.CORRECT_WORDS
670,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
670,name,CLEANING_RULE.CORRECT_STICKY_DASHES
670,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
670,administrator,CLEANING_RULE.CORRECT_WORDS
671,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
671,name,CLEANING_RULE.CORRECT_STICKY_DASHES
671,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
671,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
671,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
671,administrator,CLEANING_RULE.CORRECT_WORDS
672,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
672,name,CLEANING_RULE.CORRECT_STICKY_DASHES
672,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
672,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
672,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
672,administrator,CLEANING_RULE.CORRECT_WORDS
673,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
673,name,CLEANING_RULE.CORRECT_STICKY_DASHES
673,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
673,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
673,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
673,administrator,CLEANING_RULE.CORRECT_WORDS
674,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
674,name,CLEANING_RULE.CORRECT_STICKY_DASHES
674,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
674,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
674,administrator,CLEANING_RULE.CORRECT_WORDS
675,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
675,name,CLEANING_RULE.CORRECT_STICKY_DASHES
675,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
675,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
675,name,CLEANING_RULE.CORRECT_WORDS
675,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
675,administrator,CLEANING_RULE.CORRECT_WORDS
676,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
676,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
676,name,CLEANING_RULE.CORRECT_STICKY_DASHES
676,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
676,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
676,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
676,administrator,CLEANING_RULE.CORRECT_WORDS
677,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
677,name,CLEANING_RULE.CORRECT_STICKY_DASHES
677,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
677,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
677,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
677,administrator,CLEANING_RULE.CORRECT_WORDS
678,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
678,name,CLEANING_RULE.CORRECT_STICKY_DASHES
678,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
678,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
678,administrator,CLEANING_RULE.CORRECT_WORDS
679,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
679,name,CLEANING_RULE.CORRECT_STICKY_DASHES
679,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
679,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
679,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
679,administrator,CLEANING_RULE.CORRECT_WORDS
680,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
680,name,CLEANING_RULE.CORRECT_STICKY_DASHES
680,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
680,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
680,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
680,administrator,CLEANING_RULE.CORRECT_WORDS
681,name,CLEANING_RULE.CORRECT_STICKY_DASHES
681,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
681,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
681,administrator,CLEANING_RULE.CORRECT_WORDS
682,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
682,name,CLEANING_RULE.CORRECT_STICKY_DASHES
682,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
682,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
682,administrator,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
682,administrator,CLEANING_RULE.CORRECT_WORDS
683,name,CLEANING_RULE.CORRECT_STICKY_DASHES
683,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
683,administrator,CLEANING_RULE.CORRECT_WORDS
683,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
683,location,CLEANING_RULE.CORRECT_STICKY_DASHES
684,name,CLEANING_RULE.CORRECT_STICKY_DASHES
684,administrator,CLEANING_RULE.CORRECT_WORDS
684,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
684,location,CLEANING_RULE.CORRECT_STICKY_DASHES
685,name,CLEANING_RULE.CORRECT_STICKY_DASHES
685,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
685,administrator,CLEANING_RULE.CORRECT_WORDS
685,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
685,location,CLEANING_RULE.CORRECT_STICKY_DASHES
686,name,CLEANING_RULE.CONVERT_CHARS
686,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
686,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
686,name,CLEANING_RULE.CORRECT_STICKY_DASHES
686,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
686,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
686,administrator,CLEANING_RULE.CORRECT_WORDS
686,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
686,location,CLEANING_RULE.CORRECT_STICKY_DASHES
687,name,CLEANING_RULE.CORRECT_STICKY_DASHES
687,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
687,administrator,CLEANING_RULE.CORRECT_WORDS
687,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
687,location,CLEANING_RULE.CORRECT_STICKY_DASHES
688,administrator,CLEANING_RULE.CORRECT_WORDS
689,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
689,name,CLEANING_RULE.CORRECT_STICKY_DASHES
689,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
689,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
689,administrator,CLEANING_RULE.CORRECT_WORDS
690,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
690,name,CLEANING_RULE.CORRECT_STICKY_DASHES
690,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
690,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
690,administrator,CLEANING_RULE.CORRECT_WORDS
691,name,CLEANING_RULE.CORRECT_STICKY_DASHES
691,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
691,administrator,CLEANING_RULE.CORRECT_WORDS
692,name,CLEANING_RULE.FORMAT_PARENTHESIS
692,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
692,name,CLEANING_RULE.CORRECT_STICKY_DASHES
692,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
692,administrator,CLEANING_RULE.CORRECT_WORDS
693,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
693,name,CLEANING_RULE.CORRECT_STICKY_DASHES
693,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
693,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
693,administrator,CLEANING_RULE.CORRECT_WORDS
694,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
694,name,CLEANING_RULE.CORRECT_STICKY_DASHES
694,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
694,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
694,name,CLEANING_RULE.CORRECT_WORDS
694,administrator,CLEANING_RULE.CORRECT_WORDS
695,name,CLEANING_RULE.CORRECT_STICKY_DASHES
695,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
695,administrator,CLEANING_RULE.CORRECT_WORDS
696,name,CLEANING_RULE.CORRECT_STICKY_DASHES
696,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
696,administrator,CLEANING_RULE.CORRECT_WORDS
697,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
697,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
697,name,CLEANING_RULE.CORRECT_STICKY_DASHES
697,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
697,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
697,administrator,CLEANING_RULE.CORRECT_WORDS
698,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
698,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
698,name,CLEANING_RULE.CORRECT_STICKY_DASHES
698,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
698,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
698,administrator,CLEANING_RULE.CORRECT_WORDS
699,name,CLEANING_RULE.CORRECT_STICKY_DASHES
699,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
699,administrator,CLEANING_RULE.CORRECT_WORDS
700,name,CLEANING_RULE.CORRECT_STICKY_DASHES
700,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
700,administrator,CLEANING_RULE.CORRECT_WORDS
701,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
701,name,CLEANING_RULE.CORRECT_STICKY_DASHES
701,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
702,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
702,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
702,name,CLEANING_RULE.CORRECT_STICKY_DASHES
702,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
702,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
703,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
703,name,CLEANING_RULE.CORRECT_STICKY_DASHES
703,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
703,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
704,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
704,name,CLEANING_RULE.CORRECT_STICKY_DASHES
704,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
704,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
704,name,CLEANING_RULE.CORRECT_WORDS
705,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
705,name,CLEANING_RULE.CORRECT_STICKY_DASHES
705,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
706,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
706,name,CLEANING_RULE.CORRECT_STICKY_DASHES
706,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
707,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
707,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
707,name,CLEANING_RULE.CORRECT_STICKY_DASHES
707,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
707,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
707,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
708,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
708,name,CLEANING_RULE.CORRECT_STICKY_DASHES
708,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
708,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
708,name,CLEANING_RULE.CORRECT_WORDS
708,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
709,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
709,name,CLEANING_RULE.CORRECT_STICKY_DASHES
709,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
709,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
710,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
710,name,CLEANING_RULE.CORRECT_STICKY_DASHES
710,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
710,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
711,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
711,name,CLEANING_RULE.CORRECT_STICKY_DASHES
711,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
711,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
712,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
712,name,CLEANING_RULE.CORRECT_STICKY_DASHES
712,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
712,location,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
713,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
713,name,CLEANING_RULE.CORRECT_STICKY_DASHES
713,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
714,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
714,name,CLEANING_RULE.CORRECT_STICKY_DASHES
714,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
714,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
715,name,CLEANING_RULE.CORRECT_STICKY_DASHES
715,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
716,name,CLEANING_RULE.CORRECT_STICKY_DASHES
716,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
717,name,CLEANING_RULE.CORRECT_STICKY_DASHES
717,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
718,name,CLEANING_RULE.CORRECT_STICKY_DASHES
718,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
719,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
719,name,CLEANING_RULE.CORRECT_STICKY_DASHES
719,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
719,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
720,name,CLEANING_RULE.CORRECT_STICKY_DASHES
720,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
721,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
721,name,CLEANING_RULE.CORRECT_STICKY_DASHES
721,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
721,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
722,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
722,name,CLEANING_RULE.CORRECT_STICKY_DASHES
722,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
722,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
723,name,CLEANING_RULE.CORRECT_STICKY_DASHES
723,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
724,name,CLEANING_RULE.CORRECT_STICKY_DASHES
724,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
725,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
725,name,CLEANING_RULE.CORRECT_STICKY_DASHES
725,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
725,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
726,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
726,name,CLEANING_RULE.CORRECT_STICKY_DASHES
726,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
726,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
727,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
727,name,CLEANING_RULE.CORRECT_STICKY_DASHES
727,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
727,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
728,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
728,name,CLEANING_RULE.CORRECT_STICKY_DASHES
728,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
728,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
729,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
729,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
729,name,CLEANING_RULE.CORRECT_STICKY_DASHES
729,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
729,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
730,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
730,name,CLEANING_RULE.CORRECT_STICKY_DASHES
730,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
731,name,CLEANING_RULE.CORRECT_STICKY_DASHES
731,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
732,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
732,name,CLEANING_RULE.CORRECT_STICKY_DASHES
732,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
732,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
733,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
733,name,CLEANING_RULE.CORRECT_STICKY_DASHES
733,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
733,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
733,location,CLEANING_RULE.CORRECT_STICKY_DASHES
733,location,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
734,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
734,name,CLEANING_RULE.FORMAT_PARENTHESIS
734,name,CLEANING_RULE.CORRECT_STICKY_DASHES
734,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
734,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
734,location,CLEANING_RULE.CONVERT_CHARS
735,name,CLEANING_RULE.ADD_SPACE_AFTER_DOT
735,name,CLEANING_RULE.CORRECT_STICKY_DASHES
735,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
735,name,CLEANING_RULE.EXPAND_ABBREVIATIONS
735,location,CLEANING_RULE.CONVERT_CHARS
736,name,CLEANING_RULE.REMOVE_EXTRA_END_SPACES
736,name,CLEANING_RULE.CORRECT_STICKY_DASHES
736,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
736,location,CLEANING_RULE.CONVERT_CHARS
737,name,CLEANING_RULE.CORRECT_STICKY_DASHES
737,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
738,name,CLEANING_RULE.FORMAT_PARENTHESIS
738,name,CLEANING_RULE.CORRECT_STICKY_DASHES
738,name,CLEANING_RULE.REMOVE_MULTI_WHITESPACE
